rule,category,application,rule_description,llm,question,seniority,participant,file,line,message,effort,severity,type,status,component
S3776,Manutenabilidade,"Facilidade de modificar, estender ou corrigir",Cognitive Complexity of methods should not be too high,DEEPSEEK,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,63,Refactor this method to reduce its Cognitive Complexity from 29 to the 15 allowed.,6min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S138,Legibilidade,"Funções pequenas, propósito único e poucos parâmetros",Functions should not have too many lines of code,DEEPSEEK,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,63,"This method 'Main' has 94 lines, which is greater than the 80 lines authorized. Split it into smaller methods.",20min,MAJOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S138,Estrutura,Simplicidade arquitetural,Functions should not have too many lines of code,DEEPSEEK,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,63,"This method 'Main' has 94 lines, which is greater than the 80 lines authorized. Split it into smaller methods.",20min,MAJOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S138,Manutenabilidade,"Facilidade de modificar, estender ou corrigir",Functions should not have too many lines of code,DEEPSEEK,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,63,"This method 'Main' has 94 lines, which is greater than the 80 lines authorized. Split it into smaller methods.",20min,MAJOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S1541,Estrutura,Classes e funções bem definidas,Methods and properties should not be too complex,DEEPSEEK,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,63,The Cyclomatic Complexity of this method is 16 which is greater than 10 authorized.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S1541,Estrutura,Simplicidade arquitetural,Methods and properties should not be too complex,DEEPSEEK,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,63,The Cyclomatic Complexity of this method is 16 which is greater than 10 authorized.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S1541,Testabilidade,Funções puras,Methods and properties should not be too complex,DEEPSEEK,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,63,The Cyclomatic Complexity of this method is 16 which is greater than 10 authorized.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S1541,Manutenabilidade,"Facilidade de modificar, estender ou corrigir",Methods and properties should not be too complex,DEEPSEEK,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,63,The Cyclomatic Complexity of this method is 16 which is greater than 10 authorized.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S134,Estrutura,Simplicidade arquitetural,"Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,76,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S134,Compreensibilidade,"Código óbvio, simples e convincente","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,76,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S134,Manutenabilidade,"Facilidade de modificar, estender ou corrigir","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,76,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S134,Estrutura,Simplicidade arquitetural,"Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,124,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S134,Compreensibilidade,"Código óbvio, simples e convincente","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,124,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S134,Manutenabilidade,"Facilidade de modificar, estender ou corrigir","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,124,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S134,Estrutura,Simplicidade arquitetural,"Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,162,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S134,Compreensibilidade,"Código óbvio, simples e convincente","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,162,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S134,Manutenabilidade,"Facilidade de modificar, estender ou corrigir","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,PLENO,6,Fraction.cs,162,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.PLENO.PARTICIPANT_6/Fraction.cs
S1541,Estrutura,Classes e funções bem definidas,Methods and properties should not be too complex,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,53,The Cyclomatic Complexity of this method is 12 which is greater than 10 authorized.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S1541,Estrutura,Simplicidade arquitetural,Methods and properties should not be too complex,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,53,The Cyclomatic Complexity of this method is 12 which is greater than 10 authorized.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S1541,Testabilidade,Funções puras,Methods and properties should not be too complex,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,53,The Cyclomatic Complexity of this method is 12 which is greater than 10 authorized.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S1541,Manutenabilidade,"Facilidade de modificar, estender ou corrigir",Methods and properties should not be too complex,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,53,The Cyclomatic Complexity of this method is 12 which is greater than 10 authorized.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S3776,Legibilidade,"Funções pequenas, propósito único e poucos parâmetros",Cognitive Complexity of methods should not be too high,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,53,Refactor this method to reduce its Cognitive Complexity from 34 to the 15 allowed.,6min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S3776,Estrutura,Simplicidade arquitetural,Cognitive Complexity of methods should not be too high,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,53,Refactor this method to reduce its Cognitive Complexity from 34 to the 15 allowed.,6min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S3776,Compreensibilidade,"Código óbvio, simples e convincente",Cognitive Complexity of methods should not be too high,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,53,Refactor this method to reduce its Cognitive Complexity from 34 to the 15 allowed.,6min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S3776,Manutenabilidade,"Facilidade de modificar, estender ou corrigir",Cognitive Complexity of methods should not be too high,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,53,Refactor this method to reduce its Cognitive Complexity from 34 to the 15 allowed.,6min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S134,Estrutura,Simplicidade arquitetural,"Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,74,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S134,Compreensibilidade,"Código óbvio, simples e convincente","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,74,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S134,Manutenabilidade,"Facilidade de modificar, estender ou corrigir","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,74,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S134,Estrutura,Simplicidade arquitetural,"Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,98,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S134,Compreensibilidade,"Código óbvio, simples e convincente","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,98,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S134,Manutenabilidade,"Facilidade de modificar, estender ou corrigir","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,98,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S1541,Estrutura,Classes e funções bem definidas,Methods and properties should not be too complex,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,135,The Cyclomatic Complexity of this method is 13 which is greater than 10 authorized.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S1541,Estrutura,Simplicidade arquitetural,Methods and properties should not be too complex,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,135,The Cyclomatic Complexity of this method is 13 which is greater than 10 authorized.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S1541,Testabilidade,Funções puras,Methods and properties should not be too complex,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,135,The Cyclomatic Complexity of this method is 13 which is greater than 10 authorized.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S1541,Manutenabilidade,"Facilidade de modificar, estender ou corrigir",Methods and properties should not be too complex,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,135,The Cyclomatic Complexity of this method is 13 which is greater than 10 authorized.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S3776,Legibilidade,"Funções pequenas, propósito único e poucos parâmetros",Cognitive Complexity of methods should not be too high,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,135,Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,6min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S3776,Estrutura,Simplicidade arquitetural,Cognitive Complexity of methods should not be too high,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,135,Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,6min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S3776,Compreensibilidade,"Código óbvio, simples e convincente",Cognitive Complexity of methods should not be too high,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,135,Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,6min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S3776,Manutenabilidade,"Facilidade de modificar, estender ou corrigir",Cognitive Complexity of methods should not be too high,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,135,Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,6min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S1118,Estrutura,Alta coesão,Utility classes should not have public constructors,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,245,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S1118,Testabilidade,Interfaces bem definidas,Utility classes should not have public constructors,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,1,Fracao.cs,245,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_1/Fracao.cs
S1118,Estrutura,Alta coesão,Utility classes should not have public constructors,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,35,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S1118,Testabilidade,Interfaces bem definidas,Utility classes should not have public constructors,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,35,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S3776,Legibilidade,"Funções pequenas, propósito único e poucos parâmetros",Cognitive Complexity of methods should not be too high,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,37,Refactor this method to reduce its Cognitive Complexity from 24 to the 15 allowed.,6min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S3776,Estrutura,Simplicidade arquitetural,Cognitive Complexity of methods should not be too high,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,37,Refactor this method to reduce its Cognitive Complexity from 24 to the 15 allowed.,6min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S3776,Compreensibilidade,"Código óbvio, simples e convincente",Cognitive Complexity of methods should not be too high,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,37,Refactor this method to reduce its Cognitive Complexity from 24 to the 15 allowed.,6min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S3776,Manutenabilidade,"Facilidade de modificar, estender ou corrigir",Cognitive Complexity of methods should not be too high,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,37,Refactor this method to reduce its Cognitive Complexity from 24 to the 15 allowed.,6min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S138,Legibilidade,"Funções pequenas, propósito único e poucos parâmetros",Functions should not have too many lines of code,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,37,"This method 'Main' has 84 lines, which is greater than the 80 lines authorized. Split it into smaller methods.",20min,MAJOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S138,Estrutura,Simplicidade arquitetural,Functions should not have too many lines of code,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,37,"This method 'Main' has 84 lines, which is greater than the 80 lines authorized. Split it into smaller methods.",20min,MAJOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S138,Manutenabilidade,"Facilidade de modificar, estender ou corrigir",Functions should not have too many lines of code,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,37,"This method 'Main' has 84 lines, which is greater than the 80 lines authorized. Split it into smaller methods.",20min,MAJOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S1541,Estrutura,Classes e funções bem definidas,Methods and properties should not be too complex,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,37,The Cyclomatic Complexity of this method is 14 which is greater than 10 authorized.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S1541,Estrutura,Simplicidade arquitetural,Methods and properties should not be too complex,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,37,The Cyclomatic Complexity of this method is 14 which is greater than 10 authorized.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S1541,Testabilidade,Funções puras,Methods and properties should not be too complex,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,37,The Cyclomatic Complexity of this method is 14 which is greater than 10 authorized.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S1541,Manutenabilidade,"Facilidade de modificar, estender ou corrigir",Methods and properties should not be too complex,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,37,The Cyclomatic Complexity of this method is 14 which is greater than 10 authorized.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S134,Estrutura,Simplicidade arquitetural,"Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,51,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S134,Compreensibilidade,"Código óbvio, simples e convincente","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,51,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S134,Manutenabilidade,"Facilidade de modificar, estender ou corrigir","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,51,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S134,Estrutura,Simplicidade arquitetural,"Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,84,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S134,Compreensibilidade,"Código óbvio, simples e convincente","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,84,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S134,Manutenabilidade,"Facilidade de modificar, estender ou corrigir","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,2,Fraction.cs,84,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_2/Fraction.cs
S1118,Estrutura,Alta coesão,Utility classes should not have public constructors,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,4,CompareSequence.cs,3,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_4/CompareSequence.cs
S1118,Testabilidade,Interfaces bem definidas,Utility classes should not have public constructors,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,4,CompareSequence.cs,3,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_4/CompareSequence.cs
S134,Estrutura,Simplicidade arquitetural,"Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,4,CompareSequence.cs,37,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_4/CompareSequence.cs
S134,Compreensibilidade,"Código óbvio, simples e convincente","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,4,CompareSequence.cs,37,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_4/CompareSequence.cs
S134,Manutenabilidade,"Facilidade de modificar, estender ou corrigir","Control flow statements ""if"", ""switch"", ""for"", ""foreach"", ""while"", ""do"" and ""try"" should not be nested too deeply",DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,4,CompareSequence.cs,37,Refactor this code to not nest more than 3 control flow statements.,10min,CRITICAL,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_4/CompareSequence.cs
S1118,Estrutura,Alta coesão,Utility classes should not have public constructors,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,4,Program.cs,3,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_4/Program.cs
S1118,Testabilidade,Interfaces bem definidas,Utility classes should not have public constructors,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,4,Program.cs,3,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,MAJOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_4/Program.cs
S3242,Estrutura,Baixo acoplamento,Method parameters should be declared with base types,DEEPSEEK,SEQUENCE_COMPARISON,SENIOR,5,Fraction.cs,117,Consider using more general type 'System.Collections.Generic.IEnumerable<double>' instead of 'System.Collections.Generic.List<double>'.,5min,MINOR,CODE_SMELL,OPEN,AIConnection:DEEPSEEK.SEQUENCE_COMPARISON.SENIOR.PARTICIPANT_5/Fraction.cs
